global_id,timestamp,run_tag,fee_rate,invest_percent,atr_mult_sl,atr_period,bb_period,bb_position_pct,bb_std_mult,confirmation_candles,ma_long,ma_short,macd_fast,macd_hist_min,macd_signal_period,macd_slow,max_position_candles,min_candles_between,momentum_period,momentum_threshold,rsi_oversold,rsi_period,sl_percent,tp_percent,use_atr_sl,use_bb,use_ma_cross,use_macd,use_momentum,use_rsi,use_volume,vol_ma_period,vol_multiplier,total_ops,ganadoras,perdedoras,winrate,ganancia_media_por_op,ganancia_media_ganadoras,perdida_media_perdedoras,mejor_operacion,peor_operacion,pnl_neto,pnl_por_operacion,roi_mensual,pnl_mensual,max_drawdown,score,tiempo_medio_h,ops_por_mes
11,2026-07-07T23:18:14.554060+00:00,20260707_231814,0.08,100.0,1.01,19,10,0.55,2.96,1,30,16,16,62,7,26,10,0,5,1.57,37,11,4.19,3.0,False,True,True,False,False,False,False,25,2.7,2011,1099,912,54.65,0.04,0.97,-1.09,8.53,-11.28,-86.97,-0.04,-0.73,-0.88,22.47,4.52,9.77,20.3
12,2026-07-07T23:18:14.554072+00:00,20260707_231814,0.08,100.0,1.27,19,12,0.42,2.52,3,37,19,14,52,11,27,10,1,12,2.1,39,8,2.34,4.32,False,True,False,True,True,False,False,28,2.15,2190,1143,1047,52.19,0.11,1.44,-1.34,8.32,-10.35,-72.44,-0.03,-0.61,-0.73,38.62,1.78,9.15,22.11
13,2026-07-07T23:18:14.554086+00:00,20260707_231814,0.08,100.0,2.53,13,22,1.61,2.99,1,44,18,8,75,9,27,19,3,9,1.23,44,14,4.09,3.29,True,False,True,False,False,True,True,25,2.33,1936,991,945,51.19,0.05,2.18,-2.18,14.08,-20.88,-112.75,-0.06,-0.95,-1.14,70.87,-3.35,14.8,19.54
14,2026-07-07T23:18:14.554097+00:00,20260707_231814,0.08,100.0,1.36,14,20,0.07,1.54,1,24,18,16,65,10,29,17,5,14,1.45,42,10,4.1,2.19,False,False,True,True,False,True,False,21,2.25,1708,951,757,55.68,-0.07,1.77,-2.37,12.65,-19.74,-109.84,-0.06,-0.92,-1.11,74.58,-3.22,13.66,17.24
15,2026-07-07T23:18:14.554108+00:00,20260707_231814,0.08,100.0,1.67,15,21,3.01,2.62,3,38,10,12,54,12,29,6,1,15,0.51,27,15,4.2,1.32,False,True,True,False,True,False,True,20,2.35,4419,2379,2040,53.84,0.06,1.22,-1.28,10.89,-19.74,-111.18,-0.03,-0.94,-1.12,40.55,1.61,5.26,44.61
16,2026-07-07T23:18:14.554139+00:00,20260707_231814,0.08,100.0,1.2,11,16,4.6,1.92,1,25,5,11,78,11,39,21,4,10,2.98,38,17,3.9,2.09,True,False,True,False,True,True,False,23,2.83,1698,855,843,50.35,0.03,2.24,-2.2,10.36,-21.16,-101.31,-0.06,-0.85,-1.02,65.42,-2.62,10.89,17.14
17,2026-07-07T23:18:14.554152+00:00,20260707_231814,0.08,100.0,1.3,20,25,3.21,2.19,3,50,9,9,64,12,31,7,0,7,2.07,44,11,4.02,1.15,True,True,True,True,True,False,False,20,1.26,1785,974,811,54.57,-0.02,1.28,-1.58,12.88,-11.71,-114.34,-0.06,-0.96,-1.15,61.78,-1.49,5.2,18.02
18,2026-07-07T23:18:14.554163+00:00,20260707_231814,0.08,100.0,1.11,16,27,3.15,2.68,0,30,5,12,50,10,33,14,2,18,1.89,37,10,0.58,4.85,True,True,False,False,False,True,True,12,1.95,3062,1384,1678,45.2,0.04,2.09,-1.64,13.83,-20.2,-112.51,-0.04,-0.95,-1.14,51.99,-1.41,10.01,30.91
19,2026-07-07T23:18:14.554175+00:00,20260707_231814,0.08,100.0,2.88,12,14,2.69,1.66,3,48,16,9,43,9,36,15,2,5,2.9,42,12,4.52,2.66,True,True,False,False,False,True,True,12,1.15,2374,1250,1124,52.65,0.04,1.97,-2.1,13.51,-20.88,-114.29,-0.05,-0.96,-1.15,68.6,-2.79,12.39,23.96
20,2026-07-07T23:18:14.554191+00:00,20260707_231814,0.08,100.0,1.2,15,27,1.52,1.6,0,29,14,18,62,10,34,19,1,19,2.6,28,12,1.76,1.34,False,False,False,False,True,True,True,10,2.78,2970,1631,1339,54.92,0.07,1.87,-2.12,17.38,-18.63,-114.4,-0.04,-0.96,-1.15,72.09,-2.97,8.96,29.98
21,2026-07-07T23:18:14.554203+00:00,20260707_231814,0.08,100.0,1.17,10,26,4.78,2.84,0,42,18,8,46,7,37,10,4,18,2.65,32,18,4.23,2.52,False,False,True,True,True,True,True,29,1.92,3249,1689,1560,51.99,0.08,1.7,-1.67,17.38,-19.74,-114.72,-0.04,-0.97,-1.16,73.36,-3.6,8.95,32.8
22,2026-07-07T23:18:14.554215+00:00,20260707_231814,0.08,100.0,2.39,11,25,0.1,2.87,0,39,15,18,69,9,24,21,3,18,1.11,20,16,0.8,1.62,True,True,False,False,False,False,False,19,2.63,712,403,309,56.6,0.02,1.76,-2.25,11.99,-18.63,-73.59,-0.1,-0.62,-0.74,56.62,-0.28,13.66,7.19
23,2026-07-07T23:18:14.554227+00:00,20260707_231814,0.08,100.0,2.82,14,15,1.56,1.98,3,38,11,18,41,12,37,9,5,10,2.84,41,10,3.57,2.1,True,False,False,False,True,False,False,12,2.56,599,329,270,54.92,0.27,1.85,-1.66,8.02,-10.48,56.45,0.09,0.47,0.57,19.46,5.54,7.69,6.05
24,2026-07-07T23:18:14.554238+00:00,20260707_231814,0.08,100.0,2.87,17,30,2.04,2.13,3,22,8,14,39,10,27,22,2,9,2.46,42,10,2.97,3.13,True,False,False,True,False,True,False,16,1.07,1462,773,689,52.87,-0.03,2.15,-2.48,12.38,-20.88,-99.71,-0.07,-0.84,-1.01,57.81,-1.1,16.84,14.76
25,2026-07-07T23:18:14.554248+00:00,20260707_231814,0.08,100.0,1.89,14,23,4.64,1.84,3,44,18,17,29,10,33,7,1,19,0.91,29,7,1.68,0.93,False,True,False,False,False,True,True,26,1.92,3375,1897,1478,56.21,0.03,1.16,-1.42,10.89,-11.26,-110.94,-0.03,-0.93,-1.12,32.57,3.16,4.96,34.07
26,2026-07-07T23:21:00.936935+00:00,20260707_232100,0.08,100.0,2.65,19,21,4.13,2.49,3,26,20,19,62,12,22,22,5,11,2.7,32,20,3.1,4.05,True,False,False,False,True,True,False,12,2.63,802,416,386,51.87,0.12,2.87,-2.83,14.08,-19.81,-51.12,-0.06,-0.43,-0.52,61.56,-1.64,17.65,8.1
27,2026-07-07T23:21:00.936984+00:00,20260707_232100,0.08,100.0,2.56,20,10,1.86,2.05,0,38,12,9,53,12,27,21,4,6,2.53,25,21,1.41,0.9,True,False,False,False,False,True,False,18,1.32,131,86,45,65.65,-0.23,1.57,-3.69,7.06,-20.5,-52.31,-0.4,-0.44,-0.53,38.09,3.84,7.97,1.32
28,2026-07-07T23:21:00.937001+00:00,20260707_232100,0.08,100.0,2.73,11,16,4.59,2.01,0,47,18,17,41,10,26,6,3,16,1.26,43,8,3.26,4.71,False,True,False,False,False,False,False,18,2.23,3167,1700,1467,53.68,0.05,1.31,-1.4,12.31,-13.94,-113.31,-0.04,-0.95,-1.14,56.54,-0.82,5.77,31.97
29,2026-07-07T23:21:00.937035+00:00,20260707_232100,0.08,100.0,1.17,19,10,1.81,2.5,1,42,15,20,68,8,30,21,3,7,0.74,36,11,4.3,1.19,True,True,True,False,True,True,False,24,2.57,2974,1622,1352,54.54,0.07,1.79,-1.99,17.38,-18.63,-114.63,-0.04,-0.96,-1.16,65.95,-2.11,8.29,30.02
30,2026-07-07T23:21:00.937065+00:00,20260707_232100,0.08,100.0,2.19,20,26,0.67,2.94,2,43,18,11,63,9,33,20,0,18,1.48,35,15,3.85,4.13,False,True,True,True,True,False,False,29,1.53,2354,1206,1148,51.23,0.09,2.23,-2.16,11.23,-18.63,-94.77,-0.04,-0.8,-0.96,59.07,-1.51,17.64,23.76
31,2026-07-07T23:21:00.937077+00:00,20260707_232100,0.08,100.0,1.26,11,23,4.0,2.19,0,41,5,16,69,7,40,7,3,14,1.71,29,16,2.66,0.96,True,True,False,True,True,True,False,27,1.62,4249,2415,1834,56.84,0.08,1.23,-1.43,14.08,-20.5,-113.57,-0.03,-0.96,-1.15,65.95,-1.76,4.87,42.89
32,2026-07-07T23:21:00.937091+00:00,20260707_232100,0.08,100.0,2.43,10,18,4.47,2.4,3,49,12,8,67,11,21,10,4,15,1.15,42,9,1.64,1.66,False,True,True,True,True,False,True,19,1.43,4059,2131,1928,52.5,0.06,1.42,-1.45,17.38,-18.47,-111.24,-0.03,-0.94,-1.12,52.92,-0.45,7.56,40.97
33,2026-07-07T23:21:00.937103+00:00,20260707_232100,0.08,100.0,1.33,11,14,1.22,2.52,0,28,14,20,31,9,29,15,5,7,1.98,35,15,1.34,1.56,False,False,False,True,True,False,False,15,2.1,2165,1072,1093,49.52,0.06,1.87,-1.72,12.5,-9.08,-101.09,-0.05,-0.85,-1.02,53.98,-1.02,7.82,21.85
34,2026-07-07T23:21:00.937114+00:00,20260707_232100,0.08,100.0,1.34,10,21,0.09,2.74,2,44,20,11,20,7,22,17,0,10,1.86,43,7,3.67,2.1,True,True,True,False,False,True,True,11,2.79,1811,918,893,50.69,-0.04,2.12,-2.27,17.38,-20.37,-112.66,-0.06,-0.95,-1.14,67.99,-2.99,10.03,18.28
35,2026-07-07T23:21:00.937125+00:00,20260707_232100,0.08,100.0,1.87,18,10,4.33,2.68,3,29,16,13,75,7,28,23,5,11,2.19,34,11,1.16,4.78,True,True,True,True,False,False,False,10,2.67,2721,1293,1428,47.52,0.14,2.42,-1.92,11.58,-18.21,-74.6,-0.03,-0.63,-0.75,55.34,-1.43,17.17,27.47
36,2026-07-07T23:21:00.937136+00:00,20260707_232100,0.08,100.0,2.08,16,16,0.14,1.72,3,27,15,9,76,11,30,23,3,15,1.41,32,8,1.62,4.3,False,True,False,True,False,True,True,11,1.16,2112,988,1124,46.78,0.04,2.28,-1.92,12.57,-18.47,-96.13,-0.05,-0.81,-0.97,59.0,-2.17,16.22,21.32
37,2026-07-07T23:21:00.937147+00:00,20260707_232100,0.08,100.0,1.2,13,23,4.57,2.53,3,22,7,8,76,12,39,12,2,13,2.88,23,10,3.69,4.76,True,False,True,False,True,True,True,19,2.97,920,446,474,48.48,0.04,2.14,-1.93,11.34,-10.9,-77.32,-0.08,-0.65,-0.78,50.19,-0.54,9.38,9.29
38,2026-07-07T23:21:00.937158+00:00,20260707_232100,0.08,100.0,2.53,15,17,3.79,2.93,1,31,9,10,63,11,33,8,5,8,1.43,22,17,1.73,4.55,False,False,False,True,True,False,True,21,1.95,2186,1075,1111,49.18,0.07,1.66,-1.47,12.65,-9.31,-107.45,-0.05,-0.9,-1.08,62.12,-2.32,6.95,22.07
39,2026-07-07T23:21:00.937170+00:00,20260707_232100,0.08,100.0,1.11,15,16,3.35,1.95,3,40,19,10,71,8,22,11,5,12,2.6,34,18,3.46,3.11,False,True,False,True,True,False,False,13,2.94,3838,2040,1798,53.15,0.09,1.52,-1.52,17.38,-10.99,-98.04,-0.03,-0.82,-0.99,49.24,0.25,10.11,38.74
40,2026-07-07T23:21:00.937181+00:00,20260707_232100,0.08,100.0,1.09,20,18,1.09,2.67,3,40,15,10,52,12,21,6,5,15,1.83,31,21,0.68,3.72,True,False,True,False,False,False,True,21,1.82,551,268,283,48.64,0.0,1.29,-1.22,9.0,-10.33,-62.55,-0.11,-0.53,-0.63,32.81,2.13,5.04,5.56
41,2026-07-07T23:21:00.937192+00:00,20260707_232100,0.08,100.0,2.04,17,28,2.65,2.74,2,41,6,17,26,10,35,24,4,11,1.07,28,20,4.4,2.77,False,True,False,False,False,False,True,13,2.56,981,512,469,52.19,-0.13,2.21,-2.67,10.89,-12.62,-114.77,-0.12,-0.97,-1.16,85.6,-5.43,18.88,9.9
42,2026-07-07T23:21:00.937204+00:00,20260707_232100,0.08,100.0,1.07,11,21,2.51,2.57,2,32,18,15,27,12,23,10,2,10,1.74,39,8,3.14,1.83,True,True,False,True,False,True,True,30,2.55,3700,1860,1840,50.27,0.06,1.41,-1.32,12.38,-11.26,-112.25,-0.03,-0.94,-1.13,40.43,1.09,7.02,37.35
43,2026-07-07T23:21:00.937215+00:00,20260707_232100,0.08,100.0,2.75,13,27,2.56,2.93,1,32,18,10,50,8,32,18,5,16,2.72,45,17,2.08,1.45,True,True,False,True,False,False,False,24,2.44,1176,634,542,53.91,-0.09,1.6,-2.06,9.37,-19.74,-115.0,-0.1,-0.97,-1.16,80.52,-4.41,12.4,11.87
44,2026-07-07T23:21:00.937226+00:00,20260707_232100,0.08,100.0,2.79,20,11,1.39,2.89,1,37,19,16,50,10,27,23,3,10,2.09,44,9,0.61,4.97,False,True,False,False,False,True,False,24,2.07,3423,1193,2230,34.85,0.07,2.48,-1.21,15.92,-9.5,-98.24,-0.03,-0.83,-0.99,39.36,-1.02,12.1,34.55
45,2026-07-07T23:21:00.937237+00:00,20260707_232100,0.08,100.0,1.97,12,21,3.68,1.78,1,40,18,9,44,10,22,16,0,14,2.53,22,21,3.96,3.59,True,False,False,True,True,True,False,29,1.98,1008,546,462,54.17,0.3,2.55,-2.37,17.38,-20.88,157.38,0.16,1.32,1.59,40.71,2.59,12.83,10.17
46,2026-07-07T23:21:00.937248+00:00,20260707_232100,0.08,100.0,1.01,20,20,0.71,1.98,3,27,10,20,66,8,21,10,4,10,2.11,44,10,1.38,1.11,True,False,True,False,True,False,True,11,1.58,1562,785,777,50.26,0.03,1.55,-1.51,17.38,-10.33,-101.73,-0.07,-0.86,-1.03,52.86,-0.75,5.56,15.77
47,2026-07-07T23:21:00.937259+00:00,20260707_232100,0.08,100.0,1.87,13,21,3.13,2.9,2,45,9,11,20,8,22,12,5,8,0.71,22,13,2.0,3.19,False,False,True,False,True,False,True,27,1.38,997,463,534,46.44,-0.13,2.08,-2.05,13.51,-18.47,-114.93,-0.12,-0.97,-1.16,85.29,-6.25,8.93,10.06
48,2026-07-07T23:21:00.937270+00:00,20260707_232100,0.08,100.0,2.98,17,21,3.98,2.2,2,39,8,12,52,11,32,18,5,18,1.4,27,13,1.92,2.22,False,False,False,False,True,False,False,27,1.84,1554,814,740,52.38,0.22,2.15,-1.9,12.32,-9.35,67.15,0.04,0.56,0.68,31.42,3.38,11.8,15.69
49,2026-07-07T23:21:00.937280+00:00,20260707_232100,0.08,100.0,1.87,20,18,2.51,1.96,1,39,10,11,32,7,37,22,5,6,1.41,23,16,4.14,3.03,True,True,True,True,False,True,False,19,2.8,2790,1343,1447,48.14,0.04,2.1,-1.88,7.87,-20.88,-103.84,-0.04,-0.87,-1.05,48.34,-0.39,15.18,28.16
50,2026-07-07T23:21:00.937292+00:00,20260707_232100,0.08,100.0,1.67,15,22,4.88,2.8,0,47,15,19,65,7,28,20,3,5,2.82,26,21,4.12,2.11,False,True,False,False,True,False,False,17,1.05,1539,832,707,54.06,-0.02,2.21,-2.64,12.88,-12.39,-114.51,-0.07,-0.96,-1.16,89.12,-5.67,14.21,15.53
51,2026-07-07T23:21:00.937303+00:00,20260707_232100,0.08,100.0,1.4,15,22,2.1,2.77,0,26,16,9,32,7,37,9,3,10,2.19,23,12,0.72,2.79,False,True,False,False,False,False,True,24,2.17,3678,1731,1947,47.06,0.07,1.38,-1.09,12.31,-9.36,-113.95,-0.03,-0.96,-1.15,47.51,-0.46,6.61,37.13
52,2026-07-07T23:21:00.937314+00:00,20260707_232100,0.08,100.0,2.39,10,25,1.93,2.02,0,34,11,19,34,12,24,14,2,6,1.41,37,15,3.96,0.81,False,False,False,True,True,False,True,24,2.64,3026,1903,1123,62.89,0.07,1.44,-2.24,11.08,-13.94,-114.83,-0.04,-0.97,-1.16,52.7,1.13,8.09,30.55
53,2026-07-07T23:21:00.937325+00:00,20260707_232100,0.08,100.0,2.61,14,20,3.56,1.91,3,25,10,9,44,8,27,17,4,17,1.28,42,16,2.26,1.06,False,True,False,False,True,True,True,25,1.75,4108,2426,1682,59.06,0.1,1.46,-1.87,12.32,-18.47,-108.24,-0.03,-0.91,-1.09,43.51,1.96,10.14,41.47
54,2026-07-07T23:21:00.937336+00:00,20260707_232100,0.08,100.0,2.66,13,14,4.04,1.52,3,29,11,15,49,11,38,9,3,9,1.38,33,11,3.86,1.51,True,False,True,True,False,True,False,22,2.28,773,435,338,56.27,-0.05,1.34,-1.83,12.88,-21.16,-93.65,-0.12,-0.79,-0.95,71.67,-2.66,7.36,7.8
55,2026-07-07T23:21:00.937347+00:00,20260707_232100,0.08,100.0,1.72,16,13,3.82,2.09,3,41,15,19,62,8,28,13,1,11,1.31,28,7,4.55,2.52,True,True,False,False,True,False,True,17,1.79,5008,2561,2447,51.14,0.09,1.69,-1.58,11.49,-19.74,-110.54,-0.02,-0.93,-1.12,48.29,0.05,10.09,50.55
56,2026-07-07T23:21:00.937358+00:00,20260707_232100,0.08,100.0,2.43,10,10,4.0,2.6,1,33,8,9,37,11,25,24,2,11,0.93,38,7,0.8,4.62,False,True,True,False,False,False,True,10,2.29,2694,897,1797,33.3,0.01,2.98,-1.47,13.59,-8.95,-111.56,-0.04,-0.94,-1.13,59.37,-4.3,11.65,27.19
57,2026-07-07T23:21:00.937369+00:00,20260707_232100,0.08,100.0,2.73,11,12,3.64,1.92,1,36,8,14,64,9,23,16,3,13,1.88,33,9,1.1,3.49,False,False,True,True,True,True,True,28,1.22,3245,1406,1839,43.33,0.05,2.15,-1.55,17.38,-9.08,-108.48,-0.03,-0.91,-1.1,59.47,-2.8,10.28,32.76
58,2026-07-07T23:21:00.937380+00:00,20260707_232100,0.08,100.0,1.5,12,18,0.09,2.09,1,35,8,10,75,11,38,11,5,8,2.24,37,9,2.97,4.09,True,False,True,True,True,False,False,25,2.41,943,496,447,52.6,0.16,2.1,-1.99,9.96,-10.35,-24.15,-0.03,-0.2,-0.24,52.9,-0.13,9.2,9.52
59,2026-07-07T23:21:00.937392+00:00,20260707_232100,0.08,100.0,1.24,19,19,3.16,2.93,0,22,18,12,25,12,38,7,3,18,2.41,29,14,2.09,4.09,True,False,True,False,True,True,False,17,2.43,3824,1937,1887,50.65,0.13,1.43,-1.19,17.38,-18.63,-63.83,-0.02,-0.54,-0.64,31.66,2.63,6.04,38.6
60,2026-07-07T23:21:00.937411+00:00,20260707_232100,0.08,100.0,1.07,12,20,4.25,2.4,2,37,11,13,53,9,38,15,4,5,0.84,33,10,2.52,1.78,True,False,False,True,False,False,True,11,1.27,2681,1264,1417,47.15,0.07,1.77,-1.45,12.65,-18.63,-109.33,-0.04,-0.92,-1.1,49.81,-0.78,8.19,27.06
61,2026-07-07T23:21:00.937430+00:00,20260707_232100,0.08,100.0,1.28,10,20,2.31,2.14,0,36,5,18,65,9,40,9,4,10,2.87,39,9,4.58,3.8,False,False,True,True,False,True,False,14,1.78,3105,1689,1416,54.4,0.07,1.45,-1.57,17.38,-11.25,-113.95,-0.04,-0.96,-1.15,61.6,-1.48,8.59,31.34
62,2026-07-07T23:21:00.937446+00:00,20260707_232100,0.08,100.0,2.87,18,14,3.4,2.83,2,40,7,18,27,8,29,13,0,17,2.7,24,18,1.75,1.89,False,False,True,True,True,True,True,22,1.85,2480,1286,1194,51.85,0.07,1.84,-1.83,17.38,-17.28,-96.11,-0.04,-0.81,-0.97,48.1,0.23,8.64,25.03
63,2026-07-07T23:21:00.937461+00:00,20260707_232100,0.08,100.0,2.59,12,24,3.82,2.87,1,23,15,18,68,10,28,18,2,13,2.77,27,15,4.32,0.67,False,False,False,False,False,False,True,27,2.75,337,216,121,64.09,-0.04,1.25,-2.36,7.44,-7.58,-53.47,-0.16,-0.45,-0.54,34.87,4.16,9.42,3.4
64,2026-07-07T23:21:00.937477+00:00,20260707_232100,0.08,100.0,1.54,17,13,2.31,2.45,3,32,5,10,54,9,29,23,0,8,2.54,26,12,3.08,4.93,True,False,True,False,False,False,True,23,2.74,94,46,48,48.94,0.07,2.78,-2.53,10.37,-13.89,-9.3,-0.1,-0.08,-0.09,20.7,4.17,15.45,0.95
65,2026-07-07T23:21:00.937494+00:00,20260707_232100,0.08,100.0,2.46,17,18,4.08,1.66,0,40,18,11,22,10,26,14,1,20,1.66,28,21,2.39,4.32,True,False,False,False,False,True,False,11,2.67,258,126,132,48.84,-0.03,2.43,-2.37,17.38,-20.2,-44.15,-0.17,-0.37,-0.45,42.97,0.68,11.79,2.6
66,2026-07-07T23:21:00.937509+00:00,20260707_232100,0.08,100.0,2.68,15,18,1.02,1.62,1,44,15,11,62,11,38,10,5,13,1.61,28,21,3.92,3.2,True,True,True,True,False,False,True,11,1.81,3376,1780,1596,52.73,0.09,1.45,-1.42,13.48,-21.32,-97.19,-0.03,-0.82,-0.98,32.1,2.76,9.11,34.08
67,2026-07-07T23:21:00.937523+00:00,20260707_232100,0.08,100.0,2.87,19,27,3.56,1.85,1,27,17,11,62,9,31,15,4,19,0.91,43,12,1.14,3.55,False,True,True,False,False,True,False,20,2.62,2209,938,1271,42.46,-0.0,2.18,-1.61,11.09,-18.63,-112.86,-0.05,-0.95,-1.14,58.39,-2.78,9.94,22.3
68,2026-07-07T23:21:00.937537+00:00,20260707_232100,0.08,100.0,2.58,14,16,1.41,1.61,2,26,18,8,67,9,21,9,1,17,2.1,26,16,0.83,1.36,False,True,False,True,False,True,False,12,2.13,3005,1482,1523,49.32,0.03,1.41,-1.32,14.08,-18.21,-112.06,-0.04,-0.94,-1.13,51.53,-0.72,5.6,30.33
69,2026-07-07T23:21:00.937551+00:00,20260707_232100,0.08,100.0,1.98,11,24,3.39,1.66,1,38,14,14,60,8,40,22,3,12,2.24,35,9,4.29,0.56,True,False,True,False,True,True,True,11,2.81,2773,1998,775,72.05,0.09,1.13,-2.6,9.37,-21.72,-104.59,-0.04,-0.88,-1.06,50.99,2.8,7.24,27.99
70,2026-07-07T23:21:00.937566+00:00,20260707_232100,0.08,100.0,2.66,20,11,3.31,1.63,0,30,16,14,61,9,32,14,4,6,0.74,39,19,4.87,4.16,False,True,False,True,False,True,True,19,1.65,2401,1240,1161,51.65,0.05,2.1,-2.13,17.38,-19.74,-114.24,-0.05,-0.96,-1.15,69.21,-3.03,12.78,24.24
71,2026-07-07T23:21:00.937581+00:00,20260707_232100,0.08,100.0,2.32,14,23,2.23,2.65,2,30,8,10,48,9,22,7,5,13,1.87,33,18,4.69,3.78,True,False,False,True,False,True,True,21,2.92,765,399,366,52.16,-0.01,1.56,-1.72,12.88,-21.5,-75.03,-0.1,-0.63,-0.76,49.4,0.13,6.5,7.72
72,2026-07-07T23:21:00.937597+00:00,20260707_232100,0.08,100.0,1.07,14,10,3.79,1.98,2,43,20,10,73,8,21,6,4,20,1.98,22,19,3.04,3.25,True,False,False,True,True,True,True,17,1.1,4147,2092,2055,50.45,0.1,1.32,-1.15,11.99,-11.26,-109.08,-0.03,-0.92,-1.1,29.25,2.8,5.05,41.86
73,2026-07-07T23:21:00.937612+00:00,20260707_232100,0.08,100.0,2.05,20,13,2.49,2.66,2,45,7,8,51,7,35,12,2,8,1.93,36,15,1.25,1.4,True,True,False,False,False,True,False,14,2.37,2775,1559,1216,56.18,0.07,1.5,-1.76,12.32,-20.88,-114.93,-0.04,-0.97,-1.16,57.26,-0.56,8.6,28.01
74,2026-07-07T23:21:00.937627+00:00,20260707_232100,0.08,100.0,1.71,18,25,1.36,1.55,0,28,6,19,58,11,26,18,1,9,2.87,25,9,2.66,1.25,False,True,False,True,True,False,True,30,1.22,5150,3024,2126,58.72,0.11,1.65,-2.09,12.86,-18.47,-108.83,-0.02,-0.92,-1.1,49.16,1.06,10.69,51.99
75,2026-07-07T23:21:00.937642+00:00,20260707_232100,0.08,100.0,1.22,18,12,1.03,2.69,3,34,20,15,71,8,25,22,3,10,2.17,37,12,4.97,1.83,False,False,False,False,False,True,False,10,1.03,789,476,313,60.33,-0.07,1.88,-3.03,10.36,-18.47,-95.85,-0.12,-0.81,-0.97,60.08,-0.32,16.1,7.96
76,2026-07-07T23:21:00.937657+00:00,20260707_232100,0.08,100.0,2.62,18,25,4.62,2.5,1,49,17,13,70,11,27,20,5,19,2.03,31,14,2.65,0.75,False,True,False,True,True,False,False,14,1.13,4118,2713,1405,65.88,0.11,1.26,-2.11,12.88,-18.47,-107.34,-0.03,-0.9,-1.08,43.79,2.94,9.88,41.57
77,2026-07-07T23:21:00.937672+00:00,20260707_232100,0.08,100.0,1.53,15,27,0.16,1.93,1,24,7,18,25,11,33,14,0,20,1.05,36,8,3.31,4.66,True,False,True,True,True,False,True,30,2.97,2430,1186,1244,48.81,0.12,2.04,-1.71,9.36,-20.88,-89.25,-0.04,-0.75,-0.9,50.07,-0.5,11.22,24.53
78,2026-07-07T23:21:00.937688+00:00,20260707_232100,0.08,100.0,2.76,11,26,3.63,2.79,3,31,5,13,55,10,30,15,3,16,2.98,28,8,4.96,4.99,False,False,True,False,False,False,False,15,1.38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2026-07-07T23:21:00.937704+00:00,20260707_232100,0.08,100.0,2.25,19,29,1.94,1.82,2,35,8,17,58,11,25,24,1,7,0.92,24,16,4.66,3.63,True,False,True,True,True,False,False,15,1.94,1807,919,888,50.86,0.22,2.76,-2.41,11.98,-15.74,39.08,0.02,0.33,0.39,38.87,1.94,17.49,18.24
80,2026-07-07T23:21:00.937721+00:00,20260707_232100,0.08,100.0,1.46,13,18,2.05,2.36,0,44,10,11,68,10,27,11,1,11,2.93,40,18,4.74,1.1,False,True,True,True,False,True,True,21,2.54,3591,2098,1493,58.42,0.06,1.42,-1.85,17.38,-22.02,-112.15,-0.03,-0.94,-1.13,55.36,0.07,8.19,36.25
81,2026-07-07T23:21:00.937735+00:00,20260707_232100,0.08,100.0,2.84,10,26,4.36,1.94,2,46,14,8,62,7,22,15,5,13,1.95,30,15,3.62,3.23,True,True,False,True,False,False,False,21,2.77,3189,1620,1569,50.8,0.05,1.76,-1.7,11.23,-21.34,-103.28,-0.03,-0.87,-1.04,56.25,-1.17,13.02,32.19
82,2026-07-07T23:21:00.937751+00:00,20260707_232100,0.08,100.0,2.13,18,23,4.71,2.97,3,26,5,16,45,10,33,18,0,18,2.94,40,19,0.56,2.54,False,False,True,True,False,False,False,22,2.13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2026-07-07T23:21:00.937774+00:00,20260707_232100,0.08,100.0,1.37,15,28,1.59,2.84,2,40,6,10,75,9,28,12,0,17,2.84,30,19,1.11,4.05,False,False,True,True,False,False,False,28,2.41,7,1,6,14.29,-0.95,0.57,-1.21,0.57,-1.79,-7.16,-1.02,-0.06,-0.07,5.55,0.98,6.71,0.07
84,2026-07-07T23:21:00.937791+00:00,20260707_232100,0.08,100.0,1.73,15,17,2.51,2.13,3,25,9,9,67,11,39,19,1,20,1.84,30,18,3.62,2.77,True,False,True,False,False,True,True,30,2.69,329,157,172,47.72,-0.2,2.29,-2.47,14.08,-20.2,-85.34,-0.26,-0.72,-0.86,71.03,-3.86,13.1,3.32
85,2026-07-07T23:21:00.937807+00:00,20260707_232100,0.08,100.0,2.55,13,17,3.16,1.98,1,35,12,9,71,7,22,10,2,15,0.97,41,7,1.31,4.47,True,False,True,True,True,False,False,30,1.05,2165,1107,1058,51.13,0.17,1.78,-1.51,11.08,-15.99,-10.73,-0.0,-0.09,-0.11,35.59,2.29,9.34,21.85
86,2026-07-07T23:21:00.937823+00:00,20260707_232100,0.08,100.0,2.66,20,18,3.92,2.26,0,36,12,14,76,8,32,13,4,6,2.65,33,12,2.27,4.69,True,False,False,True,False,True,True,16,1.1,2223,1124,1099,50.56,0.02,2.1,-2.11,13.48,-21.72,-113.33,-0.05,-0.95,-1.14,79.35,-4.71,11.5,22.44
